gene_family,study_id,paper_short,organism,n_unique_source_proteins,source_protein_keys,mapped_wp_accessions,representative_protein_names,evidence_metric_examples,mapping_methods,candidate_set,product,module_bin,fox_status,best_rank,consensus_rank_pct_mean,diazotroph_pct_mean,n_member_genomes,n_member_proteins,nif_or_nitrogenase_audit
GF_01315,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2678,WP_044137500.1,Tery_2678 uvrB Excinuclease ABC subunit B [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=1.609; max=4.503@9h; min=0@1h; dynamic_range=4.503,old_locus_tag,Model-Supported,excinuclease ABC subunit UvrB,Other / unassigned,Novel/uncertain candidate,260.0,0.3668261562998405,0.6349206349206349,63,63,False
GF_01318,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0417,WP_012407222.1,"nifU Fe-S cluster assembly protein NifU, P and T",Log2 Ratio (Heterocyst/Filaments)=3.104423339759307; Variability [%]=8.27590390430729; Peptide Pair Count=10;3,old_locus_tag,Highly Pure,Fe-S cluster assembly protein NifU,Nitrogenase / nif machinery,FOX-consistent support function (plausible rediscovery),,,0.9824561403508772,57,57,True
GF_01324,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R2772,WP_012409301.1,pds; Carotene 7;8-desaturase.,Log2 Ratio (Heterocyst/Filaments)=-1.0912933458449865; Variability [%]=18.1468302922835; Peptide Pair Count=5;3 | 24h Log2 Ratio (Het/Fil) (Present study)=-1.0912933458449865; Variability [%]=18.1468302922835; Peptide Pair Count=5;3; Steady state Log2 ratio [7]=-0.024482560732684677,old_locus_tag,Highly Pure,15-cis-phytoene desaturase,Other / unassigned,Novel/uncertain candidate,,,0.951219512195122,41,41,False
GF_01329,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R5161,WP_012411446.1,WcaG; dTDP-glucose 4;6-dehydratase.,Log2 Ratio (Heterocyst/Filaments)=-0.5532281711649196; Variability [%]=12.9257516888438; Peptide Pair Count=1;2,old_locus_tag,Model-Supported,UDP-glucuronic acid decarboxylase family protein,Other / unassigned,Novel/uncertain candidate,205.0,0.4294258373205741,0.5476190476190477,168,168,False
GF_01329,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5294,WP_013325213.1,ref|YP_003890450.1| NAD-dependent epimerase/dehydratase [Cyanothece sp. PCC 7822],CT_D0=1.35634800353267; CT_D3=1.402162643; CT_L0=1.17368981260526; CT_L3=1.18739506841561,old_locus_tag,Model-Supported,UDP-glucuronic acid decarboxylase family protein,Other / unassigned,Novel/uncertain candidate,205.0,0.4294258373205741,0.5476190476190477,168,168,False
GF_01330,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4150,WP_041565537.1,conserved hypothetical protein,Log2 Ratio (Heterocyst/Filaments)=-1.8053965939331231; Variability [%]=16.53170346747; Peptide Pair Count=4;3 | Log2 Ratio (Heterocyst/Filaments)=-1.8053965939331231; Variability [%]=16.53170346747; Peptide Pair Count=4;3,old_locus_tag,Model-Supported,late competence development ComFB family protein,Respiration & bioenergetics,Novel/uncertain candidate,257.0,0.3759968102073365,0.6265060240963856,83,83,False
GF_01331,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4432,WP_009543512.1,Glutamine synthetase,Two-way ANOVA p value nitrate=1.23975222107774e-09; Two-way ANOVA p value lightordark=0.44202400847063; Two-way ANOVA p value Interaction=0.00473265640276181; D-_avgLFQ=32.1673917770386; D+_avgLFQ=30.7859058380127; L-_avgLFQ=31.8739976882935; L+_avgLFQ=30.9696130752563; D-_D+(logFC)=1.3814859390259038; L-_L+(logFC)=0.9043846130371982,old_locus_tag,,,,,,,,,,
GF_01331,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3398,WP_013323417.1,ref|YP_003888623.1| glutamine synthetase [Cyanothece sp. PCC 7822],CT_D0=1.17127400653267; CT_D3=1.079913326; CT_L0=1.41053264960526; CT_L3=1.45787554541561,old_locus_tag,,,,,,,,,,
GF_01334,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2446,WP_011612022.1,Tery_2446 nadA quinolinate synthetase (EC 2.5.1.72) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=1.843; max=3.632@23h; min=0@0h; dynamic_range=3.632,old_locus_tag,Model-Supported,quinolinate synthase NadA,Other / unassigned,Novel/uncertain candidate,62.0,0.3688197767145135,0.8714285714285714,70,70,False
GF_01336,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4244,WP_012410586.1,"rfbB dTDP-glucose 4,6-dehydratase mono-nuc, P",Log2 Ratio (Heterocyst/Filaments)=-1.9716950197346417; Variability [%]=18.0293349368934; Peptide Pair Count=1;1 | Log2 Ratio (Heterocyst/Filaments)=-1.9716950197346417; Variability [%]=18.0293349368934; Peptide Pair Count=1;1,old_locus_tag,Model-Supported,dTDP-glucose 4%2C6-dehydratase,Other / unassigned,Novel/uncertain candidate,244.0,0.363237639553429,0.775,40,40,False
GF_01338,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0923,WP_009546153.1,Iron-sulfur cluster carrier protein,Two-way ANOVA p value nitrate=0.680155179622259; Two-way ANOVA p value lightordark=0.295214918569242; Two-way ANOVA p value Interaction=0.562041750640079; D-_avgLFQ=25.18536901474; D+_avgLFQ=25.0118746757507; L-_avgLFQ=25.2702078819275; L+_avgLFQ=25.2998142242432; D-_D+(logFC)=0.17349433898930045; L-_L+(logFC)=-0.029606342315698697,old_locus_tag,Model-Supported,Mrp/NBP35 family ATP-binding protein,Other / unassigned,Novel/uncertain candidate,95.0,0.6439393939393939,0.6831683168316832,101,101,False
GF_01338,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R5166,WP_012411451.1,"ATPase involved in chromosome segregation, Mrp/NBP35 ATP-binding proteins family",Log2 Ratio (Heterocyst/Filaments)=-1.5515353422336222; Variability [%]=18.3522787346784; Peptide Pair Count=2;2 | Log2 Ratio (Heterocyst/Filaments)=-1.5515353422336222; Variability [%]=18.3522787346784; Peptide Pair Count=2;2,old_locus_tag,Model-Supported,Mrp/NBP35 family ATP-binding protein,Other / unassigned,Novel/uncertain candidate,95.0,0.6439393939393939,0.6831683168316832,101,101,False
GF_01350,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4536,WP_013324493.1,ref|YP_003889721.1| prolyl-tRNA synthetase [Cyanothece sp. PCC 7822],CT_D0=1.12140616753267; CT_D3=1.173365567; CT_L0=1.24153402260526; CT_L3=1.58328977141561,old_locus_tag,Highly Pure,proline--tRNA ligase,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9452054794520548,73,73,False
GF_01357,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R4385,WP_012410720.1,rplV; Ribosomal protein L22; bacterial a,Log2 Ratio (Heterocyst/Filaments)=0.7533214685098788; Variability [%]=20.383569902317; Peptide Pair Count=3;6 | 24h Log2 Ratio (Het/Fil) (Present study)=0.7533214685098788; Variability [%]=20.383569902317; Peptide Pair Count=3;6; Steady state Log2 ratio [7]=1.2619567327693963,old_locus_tag,Highly Pure,50S ribosomal protein L22,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),,,0.9,80,80,False
GF_01365,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4197,WP_012410539.1,RbcS; Ribulose-bisphosphate carboxylase.,Log2 Ratio (Heterocyst/Filaments)=-2.820982873609515; Variability [%]=18.0358047916597; Peptide Pair Count=24;29 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.820982873609515; Variability [%]=18.0358047916597; Peptide Pair Count=24;29; Steady state Log2 ratio [7]=-0.3387031874070296,old_locus_tag,Highly Pure,ribulose bisphosphate carboxylase small subunit,Other / unassigned,Novel/uncertain candidate,,,0.92,75,75,False
GF_01370,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F1876,WP_012408548.1,susA; Sucrose synthase.,Log2 Ratio (Heterocyst/Filaments)=-2.414171897982481; Variability [%]=13.154088165577; Peptide Pair Count=15;15 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.414171897982481; Variability [%]=13.154088165577; Peptide Pair Count=15;15; Steady state Log2 ratio [7]=-1.1979967235844802,old_locus_tag,Highly Pure,sucrose synthase,Other / unassigned,Novel/uncertain candidate,,,0.9636363636363636,55,55,False
GF_01372,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_F3879,WP_012410234.1,{ManC}; Mannose-6-phosphate isomerase.,Log2 Ratio (Heterocyst/Filaments)=-2.7810926318174367; Variability [%]=0.0331236496157855; Peptide Pair Count=2;1,old_locus_tag,Model-Supported,phosphomannose isomerase type II C-terminal cupin domain,Other / unassigned,Novel/uncertain candidate,37.0,0.6893939393939394,0.8539325842696629,89,89,False
GF_01374,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3150,WP_009547471.1,50S ribosomal protein L20,Two-way ANOVA p value nitrate=3.36099729568844e-07; Two-way ANOVA p value lightordark=0.00541394051436004; Two-way ANOVA p value Interaction=0.350887636666758; D-_avgLFQ=27.2834978103638; D+_avgLFQ=28.3657598495483; L-_avgLFQ=27.5710549354553; L+_avgLFQ=28.8844904899597; D-_D+(logFC)=-1.0822620391844993; L-_L+(logFC)=-1.313435554504398,old_locus_tag,Model-Supported,50S ribosomal protein L20,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),126.0,0.6491228070175439,0.2980769230769231,104,104,False
GF_01374,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_3979,WP_013323972.1,ref|YP_003889179.1| 50S ribosomal protein L20 [Cyanothece sp. PCC 7822],CT_D0=1.17266044053267; CT_D3=0.865284936; CT_L0=1.42395853060526; CT_L3=1.65769162041561,old_locus_tag,Model-Supported,50S ribosomal protein L20,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),126.0,0.6491228070175439,0.2980769230769231,104,104,False
GF_01376,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3504,WP_009545329.1,3-isopropylmalate dehydratase large subunit,Two-way ANOVA p value nitrate=5.06805133340665e-06; Two-way ANOVA p value lightordark=0.913648709579379; Two-way ANOVA p value Interaction=0.609996745597943; D-_avgLFQ=26.9888205528259; D+_avgLFQ=23.8601031303406; L-_avgLFQ=26.7494421005249; L+_avgLFQ=24.015917301178; D-_D+(logFC)=3.1287174224852983; L-_L+(logFC)=2.733524799346899,old_locus_tag,Model-Supported,3-isopropylmalate dehydratase large subunit,Other / unassigned,Novel/uncertain candidate,79.0,0.636762360446571,0.4105691056910569,246,246,False
GF_01376,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F0162,WP_012406988.1,leuC; 3-isopropylmalate dehydratase larg,Log2 Ratio (Heterocyst/Filaments)=-2.378063808197811; Variability [%]=55.655248663202; Peptide Pair Count=1;2 | Log2 Ratio (Heterocyst/Filaments)=-2.378063808197811; Variability [%]=55.655248663202; Peptide Pair Count=1;2,old_locus_tag,Model-Supported,3-isopropylmalate dehydratase large subunit,Other / unassigned,Novel/uncertain candidate,79.0,0.636762360446571,0.4105691056910569,246,246,False
GF_01376,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_1145,WP_013321259.1,ref|YP_003886427.1| 3-isopropylmalate dehydratase large subunit [Cyanothece sp. PCC 7822],CT_D0=1.17734256053267; CT_D3=0.872565606; CT_L0=1.29094731860526; CT_L3=1.77874004141561,old_locus_tag,Model-Supported,3-isopropylmalate dehydratase large subunit,Other / unassigned,Novel/uncertain candidate,79.0,0.636762360446571,0.4105691056910569,246,246,False
GF_01379,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2714,WP_011612264.1,Tery_2714 moaC cyclic pyranopterin monophosphate synthase subunit MoaC (EC 4.1.99.18) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=0.06486; max=0.9081@23h; min=0@0h; dynamic_range=0.9081,old_locus_tag,Model-Supported,cyclic pyranopterin monophosphate synthase MoaC,Other / unassigned,Novel/uncertain candidate,53.0,0.5614035087719298,0.55,40,40,False
GF_01381,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1473,WP_009544281.1,Cysteine synthase,Two-way ANOVA p value nitrate=6.93590440205971e-09; Two-way ANOVA p value lightordark=3.3427741133764e-07; Two-way ANOVA p value Interaction=0.00262934943628246; D-_avgLFQ=27.3149108886719; D+_avgLFQ=28.0195617675781; L-_avgLFQ=26.3840308189392; L+_avgLFQ=27.5969047546387; D-_D+(logFC)=-0.7046508789062003; L-_L+(logFC)=-1.212873935699502,old_locus_tag,Model-Supported,cysteine synthase A,Other / unassigned,Novel/uncertain candidate,50.0,0.7045454545454546,0.4904761904761904,210,210,False
GF_01381,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4177,WP_013324158.1,ref|YP_003889370.1| cysteine synthase A [Cyanothece sp. PCC 7822],CT_D0=1.50072774453267; CT_D3=1.22997752; CT_L0=1.24469132460526; CT_L3=1.14419893841561,old_locus_tag,Model-Supported,cysteine synthase A,Other / unassigned,Novel/uncertain candidate,50.0,0.7045454545454546,0.4904761904761904,210,210,False
GF_01383,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3622,WP_370495744.1,Tery_3622 protoporphyrin IX magnesium-chelatase (EC 6.6.1.1) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=24.6; max=31.87@4h; min=17.11@9h; dynamic_range=14.76,old_locus_tag,Model-Supported,magnesium chelatase ATPase subunit I,Other / unassigned,Novel/uncertain candidate,25.0,0.8205741626794258,0.5517241379310345,174,174,False
GF_01383,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0199,WP_009546697.1,Mg-protoporphyrin IX chelatase,Two-way ANOVA p value nitrate=0.000151601944836494; Two-way ANOVA p value lightordark=0.822819357768812; Two-way ANOVA p value Interaction=0.568912923130226; D-_avgLFQ=27.1909537315369; D+_avgLFQ=26.3394875526428; L-_avgLFQ=27.0757255554199; L+_avgLFQ=26.389965057373; D-_D+(logFC)=0.8514661788940998; L-_L+(logFC)=0.6857604980468999,old_locus_tag,Model-Supported,magnesium chelatase ATPase subunit I,Other / unassigned,Novel/uncertain candidate,25.0,0.8205741626794258,0.5517241379310345,174,174,False
GF_01383,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F6313,WP_012412525.1,ChlI; Magnesium chelatase; ChlI subunit,Log2 Ratio (Heterocyst/Filaments)=-1.5322272254701976; Variability [%]=31.4000399344717; Peptide Pair Count=7;2 | Log2 Ratio (Heterocyst/Filaments)=-1.5322272254701976; Variability [%]=31.4000399344717; Peptide Pair Count=7;2,old_locus_tag,Model-Supported,magnesium chelatase ATPase subunit I,Other / unassigned,Novel/uncertain candidate,25.0,0.8205741626794258,0.5517241379310345,174,174,False
GF_01385,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0686,WP_009545930.1,Iron-sulfur assembly ATPase,Two-way ANOVA p value nitrate=2.8632571985051e-06; Two-way ANOVA p value lightordark=0.516816231001356; Two-way ANOVA p value Interaction=0.0366051059806346; D-_avgLFQ=27.0412774085999; D+_avgLFQ=24.5882549285889; L-_avgLFQ=26.3402881622314; L+_avgLFQ=24.9791216850281; D-_D+(logFC)=2.4530224800110005; L-_L+(logFC)=1.361166477203298,old_locus_tag,,,,,,,,,,
GF_01386,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_R0444,WP_012407249.1,gapdh; Glyceraldehyde-3-phosphate dehydr,Log2 Ratio (Heterocyst/Filaments)=-3.0816594383693365; Variability [%]=18.7431005153645; Peptide Pair Count=2;2 | Log2 Ratio (Heterocyst/Filaments)=-3.0816594383693365; Variability [%]=18.7431005153645; Peptide Pair Count=2;2,old_locus_tag,Model-Supported,type I glyceraldehyde-3-phosphate dehydrogenase,Other / unassigned,FOX-consistent support function (plausible rediscovery),1.0,0.7803030303030303,0.8901098901098901,91,91,False
GF_01387,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2253,WP_011611850.1,Tery_2253 leuA 2-isopropylmalate synthase (EC 2.3.3.13) [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=27.85; max=34.22@6h; min=20.12@14h; dynamic_range=14.1,old_locus_tag,Model-Supported,2-isopropylmalate synthase,Other / unassigned,Novel/uncertain candidate,148.0,0.3827751196172249,0.4482758620689655,232,232,False
GF_01387,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4008,WP_009543901.1,2-isopropylmalate synthase,Two-way ANOVA p value nitrate=0.00756835446350265; Two-way ANOVA p value lightordark=0.54333571726474; Two-way ANOVA p value Interaction=0.63070979141764; D-_avgLFQ=26.874116897583; D+_avgLFQ=26.4604368209839; L-_avgLFQ=26.8539400100708; L+_avgLFQ=26.2897281646729; D-_D+(logFC)=0.4136800765990998; L-_L+(logFC)=0.5642118453978995,old_locus_tag,Model-Supported,2-isopropylmalate synthase,Other / unassigned,Novel/uncertain candidate,148.0,0.3827751196172249,0.4482758620689655,232,232,False
GF_01387,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_4956,WP_013324885.1,ref|YP_003890122.1| 2-isopropylmalate synthase [Cyanothece sp. PCC 7822],CT_D0=1.44139667653267; CT_D3=1.259160916; CT_L0=1.26821925260526; CT_L3=1.15081868341561,old_locus_tag,Model-Supported,2-isopropylmalate synthase,Other / unassigned,Novel/uncertain candidate,148.0,0.3827751196172249,0.4482758620689655,232,232,False
GF_01389,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R1072,WP_012407819.1,"Predicted homoserine dehydrogenase P and T, alr2831",Log2 Ratio (Heterocyst/Filaments)=1.4629841546819875; Variability [%]=7.10229371397926; Peptide Pair Count=9;7,old_locus_tag,Highly Pure,NAD(P)H-dependent oxidoreductase,Other / unassigned,Novel/uncertain candidate,,,0.9375,80,80,False
GF_01390,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_3451,WP_011612886.1,Tery_3451 ribosomal protein PSRP-3/Ycf65 [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=5.33; max=8.225@4h; min=2.281@6h; dynamic_range=5.944,old_locus_tag,Model-Supported,30S ribosomal protein PSRP-3,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),54.0,0.4665071770334928,0.7131147540983607,122,122,False
GF_01393,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_1610,WP_011611264.1,Tery_1610 bacterial nucleoid protein Hbs [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=53.46; max=61.29@20h; min=44.13@9h; dynamic_range=17.16,old_locus_tag,Model-Supported,HU family DNA-binding protein,Other / unassigned,Novel/uncertain candidate,242.0,0.3309409888357256,0.5051020408163265,196,196,False
GF_01394,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4514,WP_012410841.1,MiaB; Protein of unknown function UPF000,Log2 Ratio (Heterocyst/Filaments)=-0.18639558166797748; Variability [%]=42.4660930252991; Peptide Pair Count=1;1 | 24h Log2 Ratio (Het/Fil) (Present study)=-0.18639558166797748; Variability [%]=42.4660930252991; Peptide Pair Count=1;1; Steady state Log2 ratio [7]=0.03889743571619669,old_locus_tag,Model-Supported,30S ribosomal protein S12 methylthiotransferase RimO,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),120.0,0.5629984051036683,0.6086956521739131,138,138,False
GF_01395,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_2842,WP_011612377.1,Tery_2842 nitrogen regulatory protein P-II family [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=161.5; max=216.8@1h; min=81.39@18h; dynamic_range=135.4,old_locus_tag,Model-Supported,P-II family nitrogen regulator,Regulation,Novel/uncertain candidate,323.0,0.2751196172248804,0.4074074074074074,270,270,False
GF_01395,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_1775,WP_009545589.1,Nitrogen regulatory protein P-II,Two-way ANOVA p value nitrate=4.85328109628965e-08; Two-way ANOVA p value lightordark=0.0156540591188727; Two-way ANOVA p value Interaction=0.37344018695843; D-_avgLFQ=30.1375317573547; D+_avgLFQ=28.9776673316956; L-_avgLFQ=29.8019976615906; L+_avgLFQ=28.8081159591675; D-_D+(logFC)=1.1598644256591015; L-_L+(logFC)=0.9938817024231028,old_locus_tag,Model-Supported,P-II family nitrogen regulator,Regulation,Novel/uncertain candidate,323.0,0.2751196172248804,0.4074074074074074,270,270,False
GF_01396,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_4484,WP_007303504.1,ATP synthase subunit c,Two-way ANOVA p value nitrate=0.292403794308571; Two-way ANOVA p value lightordark=0.123734545125375; Two-way ANOVA p value Interaction=0.0868694610211365; D-_avgLFQ=26.1266179084778; D+_avgLFQ=26.4100980758667; L-_avgLFQ=26.2042970657349; L+_avgLFQ=25.1029829978943; D-_D+(logFC)=-0.28348016738889825; L-_L+(logFC)=1.1013140678405975,old_locus_tag,Model-Supported,ATP synthase F0 subunit C,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),287.0,0.4114832535885168,0.4294117647058823,170,170,False
GF_01396,Welkie_2014_Cyanothece_PCC7822,Welkie et al. 2014,Gloeothece verrucosa PCC 7822,1,Cyan7822_5506,WP_013325418.1,ref|YP_003890655.1| ATP synthase F0 subunit C [Cyanothece sp. PCC 7822],CT_D0=1.10849689853267; CT_D3=1.019295533; CT_L0=1.11405909560526; CT_L3=1.87774400141561,old_locus_tag,Model-Supported,ATP synthase F0 subunit C,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),287.0,0.4114832535885168,0.4294117647058823,170,170,False
GF_01397,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4410,WP_011613724.1,"Tery_4410 cbbL ribulose 1,5-bisphosphate carboxylase large subunit (EC 4.1.1.39) [Trichodesmium erythraeum IMS101: NC_008312]",mean_relative_abundance=884.3; max=1008@1h; min=748.2@6h; dynamic_range=259.5,old_locus_tag,Model-Supported,form I ribulose bisphosphate carboxylase large subunit,Other / unassigned,Novel/uncertain candidate,432.0,0.2188995215311004,0.3939393939393939,264,264,False
GF_01397,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_3166,WP_009547487.1,Ribulose bisphosphate carboxylase large chain,Two-way ANOVA p value nitrate=0.720055418293852; Two-way ANOVA p value lightordark=0.00413485988041507; Two-way ANOVA p value Interaction=0.985600092168078; D-_avgLFQ=31.9481797218323; D+_avgLFQ=31.9140424728394; L-_avgLFQ=32.2593841552734; L+_avgLFQ=32.2285118103027; D-_D+(logFC)=0.034137248992898606; L-_L+(logFC)=0.030872344970703125,old_locus_tag,Model-Supported,form I ribulose bisphosphate carboxylase large subunit,Other / unassigned,Novel/uncertain candidate,432.0,0.2188995215311004,0.3939393939393939,264,264,False
GF_01397,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F4195,WP_012410537.1,RbcL; Ribulose-bisphosphate carboxylase.,Log2 Ratio (Heterocyst/Filaments)=-2.8257845020506256; Variability [%]=36.0772680896904; Peptide Pair Count=28;29 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.8257845020506256; Variability [%]=36.0772680896904; Peptide Pair Count=28;29; Steady state Log2 ratio [7]=-0.1902296637813722,old_locus_tag,Model-Supported,form I ribulose bisphosphate carboxylase large subunit,Other / unassigned,Novel/uncertain candidate,432.0,0.2188995215311004,0.3939393939393939,264,264,False
GF_01399,Held_2022_Trichodesmium_IMS101,Held et al. 2022,Trichodesmium erythraeum IMS101,1,Tery_4663,WP_011613948.1,Tery_4663 SSU ribosomal protein S1P [Trichodesmium erythraeum IMS101: NC_008312],mean_relative_abundance=111.6; max=168@18h; min=62.79@12h; dynamic_range=105.2,old_locus_tag,Model-Supported,30S ribosomal protein S1,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),54.0,0.8831738437001595,0.4821428571428571,112,112,False
GF_01399,Panda_2025_Crocosphaera_ATCC51142,Panda et al. 2025,Crocosphaera subtropica ATCC 51142,1,cce_0219,WP_009546716.1,30S ribosomal protein S1,Two-way ANOVA p value nitrate=2.83567632926369e-07; Two-way ANOVA p value lightordark=0.330590371089235; Two-way ANOVA p value Interaction=0.24132534995406; D-_avgLFQ=29.2971000671387; D+_avgLFQ=28.5750217437744; L-_avgLFQ=29.1554274559021; L+_avgLFQ=28.5888071060181; D-_D+(logFC)=0.7220783233643004; L-_L+(logFC)=0.5666203498840012,old_locus_tag,Model-Supported,30S ribosomal protein S1,Housekeeping / lineage marker,Housekeeping marker (not a transplant candidate),54.0,0.8831738437001595,0.4821428571428571,112,112,False
GF_01403,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,2,Npun_F1023,WP_012407776.1,SfcA; Malate dehydrogenase (oxaloacetate,Log2 Ratio (Heterocyst/Filaments)=-2.745076861189212; Variability [%]=0.806905223684832; Peptide Pair Count=4;3 | 24h Log2 Ratio (Het/Fil) (Present study)=-2.745076861189212; Variability [%]=0.806905223684832; Peptide Pair Count=4;3; Steady state Log2 ratio [7]=-1.1487765737405935,old_locus_tag,Highly Pure,malic enzyme-like NAD(P)-binding protein,Other / unassigned,Novel/uncertain candidate,,,0.9324324324324323,74,74,False
GF_01406,Sandh_2014_Nostoc_punctiforme,Sandh et al. 2014,Nostoc punctiforme PCC 73102,1,Npun_R0375,WP_012407183.1,"cyano, conserved hypothetical protein, cyano, T",Log2 Ratio (Heterocyst/Filaments)=1.9484248538251125; Variability [%]=9.78547423021509; Peptide Pair Count=4;1,old_locus_tag,Highly Pure,hypothetical protein,Stress / membrane / uncharacterized,Novel/uncertain candidate,,,1.0,51,51,False
